year,feature_group,feature_value,article_count,total_articles,article_pct_in_year
2019,intended_outcome,institutional_capacity,11,96,11.5
2019,intended_outcome,equitable_access,6,96,6.2
2019,intended_outcome,learning_and_literacy,4,96,4.2
2019,intended_outcome,discovery_and_advisory,4,96,4.2
2019,intended_outcome,other,3,96,3.1
2019,intended_outcome,professional_capacity,2,96,2.1
2019,intended_outcome,cultural_stewardship_and_preservation,1,96,1.0
2019,intended_outcome,"equitable_access, discovery_and_advisory",1,96,1.0
2019,library_context,academic_library,67,96,69.8
2019,library_context,unspecified_library_context,14,96,14.6
2019,library_context,multiple_library_types,4,96,4.2
2019,library_context,public_library,3,96,3.1
2019,library_context,non_library_context,3,96,3.1
2019,library_context,cultural_heritage_institution,3,96,3.1
2019,library_context,"academic_library, public_library",1,96,1.0
2019,library_context,"academic_library, cultural_heritage_institution",1,96,1.0
2019,primary_methodology,none,29,96,30.2
2019,primary_methodology,survey,13,96,13.5
2019,primary_methodology,content_analysis,12,96,12.5
2019,primary_methodology,evidence_synthesis,10,96,10.4
2019,primary_methodology,unspecified,10,96,10.4
2019,primary_methodology,qualitative_study,8,96,8.3
2019,primary_methodology,theoretical_or_conceptual,7,96,7.3
2019,primary_methodology,case_or_design_study,4,96,4.2
2019,primary_methodology,mixed_methods,3,96,3.1
2019,service_area,not_applicable,66,96,68.8
2019,service_area,collections_and_access,11,96,11.5
2019,service_area,discovery_and_advisory,5,96,5.2
2019,service_area,professional_capacity,5,96,5.2
2019,service_area,learning_and_literacy,4,96,4.2
2019,service_area,outreach_and_partnerships,3,96,3.1
2019,service_area,cultural_heritage_and_research,2,96,2.1
2019,service_audience,not_applicable,69,96,71.9
2019,service_audience,educators,10,96,10.4
2019,service_audience,students,8,96,8.3
2019,service_audience,general_public,7,96,7.3
2019,service_audience,adults,1,96,1.0
2019,service_audience,underserved_or_special_population,1,96,1.0
2019,service_conditions_addressed,not_applicable,86,96,89.6
2019,service_conditions_addressed,access_infrastructure_required,5,96,5.2
2019,service_conditions_addressed,sustainable_operations,5,96,5.2
2019,service_conditions_addressed,skilled_facilitation_required,3,96,3.1
2019,service_conditions_addressed,evaluation_or_reflection,2,96,2.1
2019,service_conditions_addressed,inclusive_design_or_accessibility,1,96,1.0
2019,source_type,peer_reviewed_journal_article,91,96,94.8
2019,source_type,book,5,96,5.2
2020,conceptual_theme,not_identified,83,103,80.6
2020,conceptual_theme,social_equity_and_access,6,103,5.8
2020,conceptual_theme,theoretical_or_conceptual,5,103,4.9
2020,conceptual_theme,educational_psychology,4,103,3.9
2020,conceptual_theme,information_behavior_and_practice,2,103,1.9
2020,conceptual_theme,"information_behavior_and_practice, social_equity_and_access",1,103,1.0
2020,conceptual_theme,games_as_cultural_media,1,103,1.0
2020,conceptual_theme,service_ecology,1,103,1.0
2020,evidence_confidence,theoretical_or_conceptual,28,103,27.2
2020,evidence_confidence,descriptive_only,27,103,26.2
2020,evidence_confidence,promising_evidence,15,103,14.6
2020,evidence_confidence,practitioner_knowledge,13,103,12.6
2020,evidence_confidence,medium,7,103,6.8
2020,evidence_confidence,demonstrated_outcome,7,103,6.8
2020,evidence_confidence,not_applicable,3,103,2.9
2020,evidence_confidence,low,2,103,1.9
2020,evidence_confidence,evidence_synthesis,1,103,1.0
2020,evidence_type,empirical_study,40,103,38.8
2020,evidence_type,evidence_synthesis,20,103,19.4
2020,evidence_type,practitioner_reflection,17,103,16.5
2020,evidence_type,implementation_case,9,103,8.7
2020,evidence_type,theoretical_or_conceptual,8,103,7.8
2020,evidence_type,instrument_or_framework_development,6,103,5.8
2020,evidence_type,content_or_artifact_analysis,3,103,2.9
2020,game_format,unspecified_game_format,98,103,95.1
2020,game_format,virtual_or_augmented_reality,4,103,3.9
2020,game_format,gamification,1,103,1.0
2020,intended_outcome,not_applicable,62,103,60.2
2020,intended_outcome,learning_and_literacy,10,103,9.7
2020,intended_outcome,institutional_capacity,9,103,8.7
2020,intended_outcome,equitable_access,7,103,6.8
2020,intended_outcome,engagement_and_participation,6,103,5.8
2020,intended_outcome,"equitable_access, institutional_capacity",3,103,2.9
2020,intended_outcome,cultural_stewardship_and_preservation,2,103,1.9
2020,intended_outcome,"equitable_access, learning_and_literacy",2,103,1.9
2020,intended_outcome,discovery_and_advisory,2,103,1.9
2020,intended_outcome,"discovery_and_advisory, institutional_capacity",1,103,1.0
2020,intended_outcome,"equitable_access, discovery_and_advisory",1,103,1.0
2020,intended_outcome,"equitable_access, cultural_stewardship_and_preservation",1,103,1.0
2020,intended_outcome,other,1,103,1.0
2020,library_context,academic_library,75,103,72.8
2020,library_context,unspecified_library_context,12,103,11.7
2020,library_context,public_library,6,103,5.8
2020,library_context,cultural_heritage_institution,3,103,2.9
2020,library_context,multiple_library_types,2,103,1.9
2020,library_context,non_library_context,2,103,1.9
2020,library_context,not_applicable,1,103,1.0
2020,library_context,"academic_library, school_library",1,103,1.0
2020,library_context,"public_library, academic_library",1,103,1.0
2020,primary_methodology,none,33,103,32.0
2020,primary_methodology,unspecified,13,103,12.6
2020,primary_methodology,survey,10,103,9.7
2020,primary_methodology,qualitative_study,10,103,9.7
2020,primary_methodology,mixed_methods,9,103,8.7
2020,primary_methodology,content_analysis,9,103,8.7
2020,primary_methodology,theoretical_or_conceptual,7,103,6.8
2020,primary_methodology,evidence_synthesis,5,103,4.9
2020,primary_methodology,experimental_study,3,103,2.9
2020,primary_methodology,case_or_design_study,3,103,2.9
2020,primary_methodology,instrument_or_framework_development,1,103,1.0
2020,service_area,not_applicable,59,103,57.3
2020,service_area,collections_and_access,19,103,18.4
2020,service_area,learning_and_literacy,10,103,9.7
2020,service_area,discovery_and_advisory,7,103,6.8
2020,service_area,professional_capacity,5,103,4.9
2020,service_area,programming_and_facilitation,3,103,2.9
2020,service_area,cultural_heritage_and_research,2,103,1.9
2020,service_audience,not_applicable,60,103,58.3
2020,service_audience,students,19,103,18.4
2020,service_audience,educators,7,103,6.8
2020,service_audience,general_public,6,103,5.8
2020,service_audience,"educators, students",3,103,2.9
2020,service_audience,underserved_or_special_population,3,103,2.9
2020,service_audience,adults,2,103,1.9
2020,service_audience,"students, underserved_or_special_population",1,103,1.0
2020,service_audience,"students, educators",1,103,1.0
2020,service_audience,undergraduate students,1,103,1.0
2020,service_audience,graduate students,1,103,1.0
2020,service_audience,faculty,1,103,1.0
2020,service_audience,community members,1,103,1.0
2020,service_conditions_addressed,not_applicable,81,103,78.6
2020,service_conditions_addressed,access_infrastructure_required,11,103,10.7
2020,service_conditions_addressed,other,4,103,3.9
2020,service_conditions_addressed,skilled_facilitation_required,3,103,2.9
2020,service_conditions_addressed,"access_infrastructure_required, community_assessment_needed",2,103,1.9
2020,service_conditions_addressed,community_assessment_needed,1,103,1.0
2020,service_conditions_addressed,"inclusive_design_or_accessibility, community_assessment_needed",1,103,1.0
2020,service_conditions_addressed,"access_infrastructure_required, skilled_facilitation_required",1,103,1.0
2020,service_conditions_addressed,"access_infrastructure_required, sustainable_operations",1,103,1.0
2020,source_type,peer_reviewed_journal_article,96,103,93.2
2020,source_type,book,7,103,6.8
2021,conceptual_theme,not_identified,82,101,81.2
2021,conceptual_theme,information_behavior_and_practice,9,101,8.9
2021,conceptual_theme,social_equity_and_access,7,101,6.9
2021,conceptual_theme,service_ecology,1,101,1.0
2021,conceptual_theme,educational_psychology,1,101,1.0
2021,conceptual_theme,"service_ecology, social_equity_and_access, participatory_culture_and_production",1,101,1.0
2021,evidence_confidence,theoretical_or_conceptual,29,101,28.7
2021,evidence_confidence,descriptive_only,25,101,24.8
2021,evidence_confidence,promising_evidence,17,101,16.8
2021,evidence_confidence,practitioner_knowledge,14,101,13.9
2021,evidence_confidence,demonstrated_outcome,7,101,6.9
2021,evidence_confidence,medium,4,101,4.0
2021,evidence_confidence,not_applicable,4,101,4.0
2021,evidence_confidence,low,1,101,1.0
2021,evidence_type,empirical_study,32,101,31.7
2021,evidence_type,evidence_synthesis,22,101,21.8
2021,evidence_type,practitioner_reflection,15,101,14.9
2021,evidence_type,implementation_case,10,101,9.9
2021,evidence_type,content_or_artifact_analysis,9,101,8.9
2021,evidence_type,theoretical_or_conceptual,8,101,7.9
2021,evidence_type,instrument_or_framework_development,3,101,3.0
2021,evidence_type,historical_analysis,2,101,2.0
2021,game_format,unspecified_game_format,99,101,98.0
2021,game_format,virtual_or_augmented_reality,2,101,2.0
2021,intended_outcome,not_applicable,71,101,70.3
2021,intended_outcome,learning_and_literacy,8,101,7.9
2021,intended_outcome,institutional_capacity,7,101,6.9
2021,intended_outcome,equitable_access,6,101,5.9
2021,intended_outcome,engagement_and_participation,5,101,5.0
2021,intended_outcome,cultural_stewardship_and_preservation,2,101,2.0
2021,intended_outcome,"equitable_access, discovery_and_advisory",1,101,1.0
2021,intended_outcome,"equitable_access, belonging_and_community",1,101,1.0
2021,intended_outcome,"equitable_access, learning_and_literacy",1,101,1.0
2021,intended_outcome,other,1,101,1.0
2021,intended_outcome,"engagement_and_participation, equitable_access, learning_and_literacy",1,101,1.0
2021,intended_outcome,space_and_infrastructure,1,101,1.0
2021,library_context,academic_library,67,101,66.3
2021,library_context,non_library_context,9,101,8.9
2021,library_context,unspecified_library_context,8,101,7.9
2021,library_context,public_library,5,101,5.0
2021,library_context,cultural_heritage_institution,5,101,5.0
2021,library_context,not_applicable,2,101,2.0
2021,library_context,"academic_library, cultural_heritage_institution",2,101,2.0
2021,library_context,"academic_library, public_library, multiple_library_types",2,101,2.0
2021,library_context,multiple_library_types,1,101,1.0
2021,primary_methodology,none,28,101,27.7
2021,primary_methodology,content_analysis,13,101,12.9
2021,primary_methodology,theoretical_or_conceptual,11,101,10.9
2021,primary_methodology,survey,10,101,9.9
2021,primary_methodology,unspecified,9,101,8.9
2021,primary_methodology,qualitative_study,8,101,7.9
2021,primary_methodology,evidence_synthesis,6,101,5.9
2021,primary_methodology,case_or_design_study,5,101,5.0
2021,primary_methodology,experimental_study,4,101,4.0
2021,primary_methodology,historical_analysis,3,101,3.0
2021,primary_methodology,mixed_methods,2,101,2.0
2021,primary_methodology,statistical_analysis,1,101,1.0
2021,primary_methodology,instrument_or_framework_development,1,101,1.0
2021,service_area,not_applicable,67,101,66.3
2021,service_area,collections_and_access,15,101,14.9
2021,service_area,learning_and_literacy,7,101,6.9
2021,service_area,discovery_and_advisory,5,101,5.0
2021,service_area,professional_capacity,4,101,4.0
2021,service_area,"community_and_inclusion, professional_capacity",2,101,2.0
2021,service_area,cultural_heritage_and_research,2,101,2.0
2021,service_area,outreach_and_partnerships,1,101,1.0
2021,service_area,"outreach_and_partnerships, programming_and_facilitation, learning_and_literacy",1,101,1.0
2021,service_area,programming_and_facilitation,1,101,1.0
2021,service_area,space_and_infrastructure,1,101,1.0
2021,service_audience,not_applicable,69,101,68.3
2021,service_audience,students,11,101,10.9
2021,service_audience,educators,6,101,5.9
2021,service_audience,general_public,5,101,5.0
2021,service_audience,underserved_or_special_population,5,101,5.0
2021,service_audience,adults,2,101,2.0
2021,service_audience,"general_public, underserved_or_special_population",1,101,1.0
2021,service_audience,"students, educators",1,101,1.0
2021,service_audience,"general_public, students, educators",1,101,1.0
2021,service_audience,"general_public, educators",1,101,1.0
2021,service_conditions_addressed,not_applicable,77,101,76.2
2021,service_conditions_addressed,access_infrastructure_required,8,101,7.9
2021,service_conditions_addressed,community_assessment_needed,4,101,4.0
2021,service_conditions_addressed,skilled_facilitation_required,3,101,3.0
2021,service_conditions_addressed,sustainable_operations,3,101,3.0
2021,service_conditions_addressed,inclusive_design_or_accessibility,2,101,2.0
2021,service_conditions_addressed,"access_infrastructure_required, skilled_facilitation_required, inclusive_design_or_accessibility",2,101,2.0
2021,service_conditions_addressed,"access_infrastructure_required, community_assessment_needed",1,101,1.0
2021,service_conditions_addressed,"skilled_facilitation_required, community_assessment_needed",1,101,1.0
2021,service_conditions_addressed,"access_infrastructure_required, skilled_facilitation_required",1,101,1.0
2021,service_conditions_addressed,other,1,101,1.0
2021,service_conditions_addressed,"inclusive_design_or_accessibility, evaluation_or_reflection",1,101,1.0
2021,service_conditions_addressed,"community_assessment_needed, skilled_facilitation_required, sustainable_operations",1,101,1.0
2021,service_conditions_addressed,evaluation_or_reflection,1,101,1.0
2021,service_conditions_addressed,"access_infrastructure_required, evaluation_or_reflection",1,101,1.0
2021,source_type,peer_reviewed_journal_article,94,101,93.1
2021,source_type,book,7,101,6.9
2022,conceptual_theme,not_identified,84,117,71.8
2022,conceptual_theme,social_equity_and_access,14,117,12.0
2022,conceptual_theme,information_behavior_and_practice,10,117,8.5
2022,conceptual_theme,theoretical_or_conceptual,3,117,2.6
2022,conceptual_theme,multiple_themes,3,117,2.6
2022,conceptual_theme,educational_psychology,1,117,0.9
2022,conceptual_theme,"information_behavior_and_practice, participatory_culture_and_production",1,117,0.9
2022,conceptual_theme,games_as_cultural_media,1,117,0.9
2022,conceptual_theme,"social_equity_and_access, multiple_themes",1,117,0.9
2022,evidence_confidence,theoretical_or_conceptual,53,117,45.3
2022,evidence_confidence,descriptive_only,19,117,16.2
2022,evidence_confidence,promising_evidence,13,117,11.1
2022,evidence_confidence,practitioner_knowledge,12,117,10.3
2022,evidence_confidence,medium,11,117,9.4
2022,evidence_confidence,demonstrated_outcome,5,117,4.3
2022,evidence_confidence,not_applicable,2,117,1.7
2022,evidence_confidence,evidence_synthesis,1,117,0.9
2022,evidence_confidence,low,1,117,0.9
2022,evidence_type,evidence_synthesis,36,117,30.8
2022,evidence_type,empirical_study,30,117,25.6
2022,evidence_type,theoretical_or_conceptual,18,117,15.4
2022,evidence_type,practitioner_reflection,13,117,11.1
2022,evidence_type,implementation_case,10,117,8.5
2022,evidence_type,content_or_artifact_analysis,7,117,6.0
2022,evidence_type,qualitative_study,1,117,0.9
2022,evidence_type,instrument_or_framework_development,1,117,0.9
2022,evidence_type,"evidence_synthesis, content_or_artifact_analysis",1,117,0.9
2022,game_format,unspecified_game_format,115,117,98.3
2022,game_format,virtual_or_augmented_reality,1,117,0.9
2022,game_format,digital_game,1,117,0.9
2022,intended_outcome,not_applicable,88,117,75.2
2022,intended_outcome,learning_and_literacy,8,117,6.8
2022,intended_outcome,institutional_capacity,7,117,6.0
2022,intended_outcome,equitable_access,7,117,6.0
2022,intended_outcome,cultural_stewardship_and_preservation,2,117,1.7
2022,intended_outcome,belonging_and_community,1,117,0.9
2022,intended_outcome,"equitable_access, discovery_and_advisory",1,117,0.9
2022,intended_outcome,other,1,117,0.9
2022,intended_outcome,"equitable_access, cultural_stewardship_and_preservation",1,117,0.9
2022,intended_outcome,engagement_and_participation,1,117,0.9
2022,intended_outcome,"learning_and_literacy, institutional_capacity",1,117,0.9
2022,intended_outcome,"equitable_access, engagement_and_participation",1,117,0.9
2022,library_context,academic_library,71,117,60.7
2022,library_context,unspecified_library_context,24,117,20.5
2022,library_context,non_library_context,7,117,6.0
2022,library_context,public_library,6,117,5.1
2022,library_context,cultural_heritage_institution,4,117,3.4
2022,library_context,not_applicable,3,117,2.6
2022,library_context,school_library,1,117,0.9
2022,library_context,"academic_library, cultural_heritage_institution",1,117,0.9
2022,primary_methodology,none,37,117,31.6
2022,primary_methodology,theoretical_or_conceptual,21,117,17.9
2022,primary_methodology,qualitative_study,13,117,11.1
2022,primary_methodology,content_analysis,12,117,10.3
2022,primary_methodology,evidence_synthesis,11,117,9.4
2022,primary_methodology,survey,10,117,8.5
2022,primary_methodology,unspecified,5,117,4.3
2022,primary_methodology,case_or_design_study,3,117,2.6
2022,primary_methodology,mixed_methods,2,117,1.7
2022,primary_methodology,"survey, case_or_design_study",1,117,0.9
2022,primary_methodology,"content_analysis, evidence_synthesis",1,117,0.9
2022,primary_methodology,"survey, mixed_methods",1,117,0.9
2022,service_area,not_applicable,83,117,70.9
2022,service_area,learning_and_literacy,10,117,8.5
2022,service_area,collections_and_access,9,117,7.7
2022,service_area,professional_capacity,5,117,4.3
2022,service_area,discovery_and_advisory,3,117,2.6
2022,service_area,cultural_heritage_and_research,3,117,2.6
2022,service_area,social_equity_and_access,1,117,0.9
2022,service_area,outreach_and_partnerships,1,117,0.9
2022,service_area,"collections_and_access, cultural_heritage_and_research",1,117,0.9
2022,service_area,programming_and_facilitation,1,117,0.9
2022,service_area,space_and_infrastructure,1,117,0.9
2022,service_area,"collections_and_access, discovery_and_advisory",1,117,0.9
2022,service_audience,not_applicable,84,117,71.8
2022,service_audience,students,12,117,10.3
2022,service_audience,general_public,9,117,7.7
2022,service_audience,educators,7,117,6.0
2022,service_audience,"educators, students",2,117,1.7
2022,service_audience,underserved_or_special_population,2,117,1.7
2022,service_audience,"students, underserved_or_special_population",1,117,0.9
2022,service_audience,"students, educators",1,117,0.9
2022,service_conditions_addressed,not_applicable,97,117,82.9
2022,service_conditions_addressed,access_infrastructure_required,10,117,8.5
2022,service_conditions_addressed,sustainable_operations,7,117,6.0
2022,service_conditions_addressed,skilled_facilitation_required,4,117,3.4
2022,service_conditions_addressed,inclusive_design_or_accessibility,3,117,2.6
2022,service_conditions_addressed,evaluation_or_reflection,2,117,1.7
2022,service_conditions_addressed,community_assessment_needed,2,117,1.7
2022,service_conditions_addressed,"access_infrastructure_required, community_assessment_needed",2,117,1.7
2022,service_conditions_addressed,other,1,117,0.9
2022,source_type,peer_reviewed_journal_article,109,117,93.2
2022,source_type,book,8,117,6.8
2023,conceptual_theme,not_identified,79,102,77.5
2023,conceptual_theme,social_equity_and_access,10,102,9.8
2023,conceptual_theme,information_behavior_and_practice,4,102,3.9
2023,conceptual_theme,cultural_heritage_and_research,2,102,2.0
2023,conceptual_theme,"information_behavior_and_practice, social_equity_and_access",1,102,1.0
2023,conceptual_theme,"social_equity_and_access, cultural_heritage_and_research",1,102,1.0
2023,conceptual_theme,theoretical_or_conceptual,1,102,1.0
2023,conceptual_theme,"social_equity_and_access, service_ecology",1,102,1.0
2023,conceptual_theme,games_as_cultural_media,1,102,1.0
2023,conceptual_theme,"information_behavior_and_practice, educational_psychology",1,102,1.0
2023,conceptual_theme,educational_psychology,1,102,1.0
2023,evidence_confidence,descriptive_only,38,102,37.3
2023,evidence_confidence,theoretical_or_conceptual,28,102,27.5
2023,evidence_confidence,promising_evidence,10,102,9.8
2023,evidence_confidence,practitioner_knowledge,10,102,9.8
2023,evidence_confidence,not_applicable,6,102,5.9
2023,evidence_confidence,medium,5,102,4.9
2023,evidence_confidence,demonstrated_outcome,5,102,4.9
2023,evidence_type,empirical_study,29,102,28.4
2023,evidence_type,evidence_synthesis,25,102,24.5
2023,evidence_type,practitioner_reflection,16,102,15.7
2023,evidence_type,implementation_case,9,102,8.8
2023,evidence_type,theoretical_or_conceptual,9,102,8.8
2023,evidence_type,content_or_artifact_analysis,9,102,8.8
2023,evidence_type,instrument_or_framework_development,2,102,2.0
2023,evidence_type,qualitative_study,1,102,1.0
2023,evidence_type,descriptive_only,1,102,1.0
2023,evidence_type,none,1,102,1.0
2023,game_format,unspecified_game_format,100,102,98.0
2023,game_format,virtual_or_augmented_reality,1,102,1.0
2023,game_format,digital_game,1,102,1.0
2023,intended_outcome,not_applicable,61,102,59.8
2023,intended_outcome,cultural_stewardship_and_preservation,11,102,10.8
2023,intended_outcome,learning_and_literacy,9,102,8.8
2023,intended_outcome,equitable_access,5,102,4.9
2023,intended_outcome,institutional_capacity,5,102,4.9
2023,intended_outcome,discovery_and_advisory,5,102,4.9
2023,intended_outcome,"equitable_access, institutional_capacity",2,102,2.0
2023,intended_outcome,"cultural_stewardship_and_preservation, belonging_and_community",1,102,1.0
2023,intended_outcome,"learning_and_literacy, engagement_and_participation",1,102,1.0
2023,intended_outcome,"equitable_access, discovery_and_advisory",1,102,1.0
2023,intended_outcome,engagement_and_participation,1,102,1.0
2023,intended_outcome,other,1,102,1.0
2023,intended_outcome,"engagement_and_participation, institutional_capacity",1,102,1.0
2023,library_context,academic_library,61,102,59.8
2023,library_context,unspecified_library_context,14,102,13.7
2023,library_context,cultural_heritage_institution,10,102,9.8
2023,library_context,public_library,6,102,5.9
2023,library_context,non_library_context,4,102,3.9
2023,library_context,"academic_library, cultural_heritage_institution",2,102,2.0
2023,library_context,library_school,2,102,2.0
2023,library_context,multiple_library_types,2,102,2.0
2023,library_context,"academic_library, school_library",1,102,1.0
2023,primary_methodology,none,30,102,29.4
2023,primary_methodology,content_analysis,17,102,16.7
2023,primary_methodology,survey,10,102,9.8
2023,primary_methodology,unspecified,9,102,8.8
2023,primary_methodology,evidence_synthesis,8,102,7.8
2023,primary_methodology,theoretical_or_conceptual,8,102,7.8
2023,primary_methodology,case_or_design_study,8,102,7.8
2023,primary_methodology,qualitative_study,5,102,4.9
2023,primary_methodology,mixed_methods,3,102,2.9
2023,primary_methodology,practitioner_reflection,1,102,1.0
2023,primary_methodology,empirical_study,1,102,1.0
2023,primary_methodology,historical_analysis,1,102,1.0
2023,primary_methodology,instrument_or_framework_development,1,102,1.0
2023,primary_methodology,experimental_study,1,102,1.0
2023,service_area,not_applicable,55,102,53.9
2023,service_area,collections_and_access,15,102,14.7
2023,service_area,cultural_heritage_and_research,12,102,11.8
2023,service_area,learning_and_literacy,7,102,6.9
2023,service_area,discovery_and_advisory,6,102,5.9
2023,service_area,professional_capacity,4,102,3.9
2023,service_area,programming_and_facilitation,2,102,2.0
2023,service_area,"professional_capacity, community_and_inclusion",1,102,1.0
2023,service_area,"professional_capacity, outreach_and_partnerships",1,102,1.0
2023,service_area,"outreach_and_partnerships, programming_and_facilitation",1,102,1.0
2023,service_audience,not_applicable,67,102,65.7
2023,service_audience,students,11,102,10.8
2023,service_audience,educators,8,102,7.8
2023,service_audience,general_public,7,102,6.9
2023,service_audience,underserved_or_special_population,2,102,2.0
2023,service_audience,"underserved_or_special_population, general_public",1,102,1.0
2023,service_audience,children,1,102,1.0
2023,service_audience,"children, teens",1,102,1.0
2023,service_audience,"students, underserved_or_special_population",1,102,1.0
2023,service_audience,"educators, not_applicable",1,102,1.0
2023,service_audience,teens,1,102,1.0
2023,service_audience,"students, educators",1,102,1.0
2023,service_conditions_addressed,not_applicable,73,102,71.6
2023,service_conditions_addressed,access_infrastructure_required,12,102,11.8
2023,service_conditions_addressed,sustainable_operations,5,102,4.9
2023,service_conditions_addressed,skilled_facilitation_required,4,102,3.9
2023,service_conditions_addressed,evaluation_or_reflection,4,102,3.9
2023,service_conditions_addressed,inclusive_design_or_accessibility,3,102,2.9
2023,service_conditions_addressed,other,3,102,2.9
2023,service_conditions_addressed,"access_infrastructure_required, skilled_facilitation_required",2,102,2.0
2023,service_conditions_addressed,"access_infrastructure_required, community_assessment_needed",1,102,1.0
2023,service_conditions_addressed,"access_infrastructure_required, inclusive_design_or_accessibility",1,102,1.0
2023,service_conditions_addressed,"skilled_facilitation_required, sustainable_operations",1,102,1.0
2023,service_conditions_addressed,"community_assessment_needed, inclusive_design_or_accessibility",1,102,1.0
2023,service_conditions_addressed,"access_infrastructure_required, skilled_facilitation_required, inclusive_design_or_accessibility",1,102,1.0
2023,service_conditions_addressed,access_infrastructure_required; sustainable_operations,1,102,1.0
2023,service_conditions_addressed,"access_infrastructure_required, sustainable_operations",1,102,1.0
2023,source_type,peer_reviewed_journal_article,97,102,95.1
2023,source_type,book,5,102,4.9
2024,conceptual_theme,not_identified,94,123,76.4
2024,conceptual_theme,information_behavior_and_practice,12,123,9.8
2024,conceptual_theme,social_equity_and_access,6,123,4.9
2024,conceptual_theme,theoretical_or_conceptual,6,123,4.9
2024,conceptual_theme,service_ecology,2,123,1.6
2024,conceptual_theme,"theoretical_or_conceptual, information_behavior_and_practice",1,123,0.8
2024,conceptual_theme,participatory_culture_and_production,1,123,0.8
2024,conceptual_theme,educational_psychology,1,123,0.8
2024,conceptual_theme,"games_as_cultural_media, educational_psychology",1,123,0.8
2024,evidence_confidence,theoretical_or_conceptual,46,123,37.4
2024,evidence_confidence,descriptive_only,24,123,19.5
2024,evidence_confidence,practitioner_knowledge,17,123,13.8
2024,evidence_confidence,promising_evidence,16,123,13.0
2024,evidence_confidence,medium,13,123,10.6
2024,evidence_confidence,demonstrated_outcome,4,123,3.3
2024,evidence_confidence,not_applicable,3,123,2.4
2024,evidence_type,empirical_study,37,123,30.1
2024,evidence_type,evidence_synthesis,34,123,27.6
2024,evidence_type,theoretical_or_conceptual,17,123,13.8
2024,evidence_type,implementation_case,16,123,13.0
2024,evidence_type,practitioner_reflection,10,123,8.1
2024,evidence_type,content_or_artifact_analysis,4,123,3.3
2024,evidence_type,historical_analysis,2,123,1.6
2024,evidence_type,"content_or_artifact_analysis, evidence_synthesis",1,123,0.8
2024,evidence_type,qualitative_study,1,123,0.8
2024,evidence_type,instrument_or_framework_development,1,123,0.8
2024,game_format,unspecified_game_format,119,123,96.7
2024,game_format,tabletop_roleplaying_game,1,123,0.8
2024,game_format,virtual_or_augmented_reality,1,123,0.8
2024,game_format,digital_game,1,123,0.8
2024,game_format,"digital_game, virtual_or_augmented_reality",1,123,0.8
2024,intended_outcome,not_applicable,84,123,68.3
2024,intended_outcome,institutional_capacity,11,123,8.9
2024,intended_outcome,learning_and_literacy,7,123,5.7
2024,intended_outcome,equitable_access,5,123,4.1
2024,intended_outcome,discovery_and_advisory,5,123,4.1
2024,intended_outcome,other,3,123,2.4
2024,intended_outcome,engagement_and_participation,2,123,1.6
2024,intended_outcome,"learning_and_literacy, discovery_and_advisory",1,123,0.8
2024,intended_outcome,"equitable_access, discovery_and_advisory",1,123,0.8
2024,intended_outcome,"engagement_and_participation, equitable_access",1,123,0.8
2024,intended_outcome,wellness_and_resilience,1,123,0.8
2024,intended_outcome,professional_capacity,1,123,0.8
2024,intended_outcome,"equitable_access, institutional_capacity",1,123,0.8
2024,intended_outcome,"equitable_access, community_and_inclusion",1,123,0.8
2024,intended_outcome,"learning_and_literacy, equitable_access",1,123,0.8
2024,library_context,academic_library,72,123,58.5
2024,library_context,unspecified_library_context,25,123,20.3
2024,library_context,public_library,10,123,8.1
2024,library_context,cultural_heritage_institution,7,123,5.7
2024,library_context,non_library_context,5,123,4.1
2024,library_context,library_school,2,123,1.6
2024,library_context,multiple_library_types,1,123,0.8
2024,library_context,not_applicable,1,123,0.8
2024,primary_methodology,none,24,123,19.5
2024,primary_methodology,evidence_synthesis,20,123,16.3
2024,primary_methodology,theoretical_or_conceptual,18,123,14.6
2024,primary_methodology,case_or_design_study,11,123,8.9
2024,primary_methodology,survey,10,123,8.1
2024,primary_methodology,content_analysis,10,123,8.1
2024,primary_methodology,unspecified,10,123,8.1
2024,primary_methodology,qualitative_study,8,123,6.5
2024,primary_methodology,mixed_methods,5,123,4.1
2024,primary_methodology,historical_analysis,3,123,2.4
2024,primary_methodology,"content_analysis, case_or_design_study",1,123,0.8
2024,primary_methodology,action_research,1,123,0.8
2024,primary_methodology,"historical_analysis, theoretical_or_conceptual",1,123,0.8
2024,primary_methodology,correlation_analysis,1,123,0.8
2024,service_area,not_applicable,85,123,69.1
2024,service_area,collections_and_access,13,123,10.6
2024,service_area,learning_and_literacy,12,123,9.8
2024,service_area,professional_capacity,6,123,4.9
2024,service_area,discovery_and_advisory,5,123,4.1
2024,service_area,programming_and_facilitation,2,123,1.6
2024,service_area,outreach_and_partnerships,2,123,1.6
2024,service_area,creation_and_making,1,123,0.8
2024,service_area,"learning_and_literacy, discovery_and_advisory",1,123,0.8
2024,service_audience,not_applicable,84,123,68.3
2024,service_audience,students,17,123,13.8
2024,service_audience,general_public,9,123,7.3
2024,service_audience,educators,5,123,4.1
2024,service_audience,underserved_or_special_population,3,123,2.4
2024,service_audience,"students, educators",2,123,1.6
2024,service_audience,"students, educators, general_public",1,123,0.8
2024,service_audience,families,1,123,0.8
2024,service_audience,"general_public, underserved_or_special_population",1,123,0.8
2024,service_conditions_addressed,not_applicable,92,123,74.8
